x,test,training
413,0.9189873417721519,0.95
827,0.9864864864864865,0.9947735191637631
1240,0.9730458221024259,0.9817559863169898
1653,0.9862637362637363,0.9922010398613518
2063,0.9889807162534435,0.992296918767507
2475,0.9972067039106145,0.998814463544754
2889,0.9972067039106145,0.9959758551307847
3301,0.9972067039106145,0.9964570416297609
3713,0.9972067039106145,0.9956777996070727
4127,0.9972067039106145,0.995768688293371
