x,test,training
413,0.9245647969052224,0.9564164648910412
827,0.9806576402321083,0.9794437726723095
1240,0.9632495164410058,0.9693548387096774
1653,0.9690522243713733,0.969751966122202
2063,0.9709864603481625,0.968007755695589
2475,0.9729206963249516,0.9721212121212122
2889,0.9729206963249516,0.9698857736240913
3301,0.9729206963249516,0.9687973341411693
3713,0.9729206963249516,0.9701050363587396
4127,0.9729206963249516,0.9699539617155318
