x,test,training
413,0.9426229508196722,0.9734513274336283
827,0.9659863945578231,0.9446640316205533
1240,0.9383561643835616,0.9393939393939394
1653,0.9281045751633987,0.9178356713426854
2063,0.9285714285714286,0.9133858267716536
2475,0.9182389937106918,0.9149746192893401
2889,0.9182389937106918,0.9123196448390677
3301,0.9182389937106918,0.9089165867689357
3713,0.9182389937106918,0.9143835616438356
4127,0.9182389937106918,0.9132455460883037
