x,test,training
413,0.8550185873605949,0.9243697478991596
827,0.9659863945578231,0.9656565656565657
1240,0.9351535836177475,0.9472222222222223
1653,0.9466666666666667,0.94824016563147
2063,0.9501661129568106,0.9461663947797716
2475,0.954248366013072,0.9543348775645268
2889,0.954248366013072,0.9497400346620452
3301,0.954248366013072,0.9484742371185593
3713,0.954248366013072,0.9506008010680908
4127,0.954248366013072,0.9500402900886382
