x,test,training
413,0.782312925170068,0.88
827,0.9659863945578231,0.987603305785124
1240,0.9319727891156463,0.9551820728291317
1653,0.9659863945578231,0.9807280513918629
2063,0.9727891156462585,0.9813874788494078
2475,0.9931972789115646,0.9972337482710927
2889,0.9931972789115646,0.9903614457831326
3301,0.9931972789115646,0.9916317991631799
3713,0.9931972789115646,0.989805375347544
4127,0.9931972789115646,0.9899244332493703
