x,test,training
413,0.981081081081081,0.9895833333333334
827,0.9864864864864865,0.976068376068376
1240,0.9756756756756757,0.9750849377123443
1653,0.9702702702702702,0.9654300168634065
2063,0.9702702702702702,0.9626358695652174
2475,0.9648648648648649,0.96175799086758
2889,0.9648648648648649,0.9616318601262749
3301,0.9648648648648649,0.9594882729211087
3713,0.9648648648648649,0.9620349278663629
4127,0.9648648648648649,0.9618528610354223
