x,test,training
412,0.9567567567567568,1.0
825,0.9594594594594594,1.0
1238,0.9486486486486486,1.0
1650,0.9567567567567568,0.9991554054054054
2063,0.9648648648648649,0.9993206521739131
2476,0.972972972972973,0.9988590986879635
2888,0.9675675675675676,0.9990281827016521
3301,0.9648648648648649,0.9991471215351813
3714,0.9648648648648649,0.9992409867172676
4127,0.9702702702702702,0.9989782016348774
