x,test,training
412,0.9110251450676983,1.0
825,0.9264990328820116,1.0
1238,0.9226305609284333,1.0
1650,0.9381044487427466,0.9993939393939394
2063,0.9361702127659575,0.9995152690256908
2476,0.9555125725338491,0.9991922455573505
2888,0.9458413926499033,0.9993074792243767
3301,0.9439071566731141,0.9993941229930324
3714,0.9593810444874274,0.9994614970382337
4127,0.9574468085106383,0.9992730797189242
