x,test,training
412,0.8357142857142857,1.0
825,0.8671328671328672,1.0
1238,0.8630136986301369,1.0
1650,0.891156462585034,0.9989281886387995
2063,0.8850174216027874,0.9991546914623838
2476,0.9209621993127148,0.9986187845303868
2888,0.9034482758620689,0.9987966305655837
3301,0.9003436426116839,0.9989550679205852
3714,0.9297658862876254,0.999074074074074
4127,0.9251700680272109,0.9987421383647799
