x,test,training
412,0.9535783365570599,0.9320388349514563
825,0.9748549323017408,0.9636363636363636
1238,0.9690522243713733,0.9693053311793215
1650,0.9690522243713733,0.9684848484848485
2063,0.9709864603481625,0.9675230247212797
2476,0.9729206963249516,0.9697092084006462
2888,0.9729206963249516,0.9695290858725761
3301,0.9729206963249516,0.9687973341411693
3714,0.9709864603481625,0.9693053311793215
4127,0.9729206963249516,0.9699539617155318
