x,test,training
412,0.9613152804642167,1.0
825,0.9787234042553191,1.0
1238,0.9748549323017408,0.9967689822294022
1650,0.97678916827853,0.9981818181818182
2063,0.97678916827853,0.9966068831798351
2476,0.9748549323017408,0.9975767366720517
2888,0.9613152804642167,0.9864958448753463
3301,0.9864603481624759,0.9936382914268403
3714,0.9864603481624759,0.9946149703823371
4127,0.9787234042553191,0.9915192633874486
