x,test,training
412,0.8956743002544529,0.9050847457627119
825,0.9476439790575916,0.9352159468438538
1238,0.9505208333333334,0.9590909090909091
1650,0.9598930481283422,0.9635901778154107
2063,0.9651474530831099,0.972356599861783
2476,0.9728997289972899,0.981903093987157
2888,0.975609756097561,0.97216796875
3301,0.978494623655914,0.9730077120822622
3714,0.978494623655914,0.9754977029096478
4127,0.9863013698630136,0.9803786574870912
