x,test,training
412,0.9226736566186107,0.9175257731958762
825,0.9627659574468085,0.9494097807757167
1238,0.9681697612732096,0.9585462805224304
1650,0.9650537634408601,0.962367864693446
2063,0.9690444145356663,0.9640287769784173
2476,0.9715832205683356,0.9705712637045585
2888,0.9742895805142084,0.9698002922552362
3301,0.981132075471698,0.9707202393673862
3714,0.981132075471698,0.9712216504669334
4127,0.979591836734694,0.9751754836500599
