x,test,training
412,0.9513513513513514,0.9303135888501742
825,0.9783783783783784,0.964041095890411
1238,0.9864864864864865,0.9580022701475596
1650,0.9702702702702702,0.9611486486486487
2063,0.972972972972973,0.9558423913043478
2476,0.9702702702702702,0.959498003422704
2888,0.972972972972973,0.967444120505345
3301,0.9837837837837838,0.9684434968017057
3714,0.9837837837837838,0.9669829222011386
4127,0.972972972972973,0.9700272479564033
