x,test,training
412,0.7210884353741497,0.776
825,0.8639455782312925,0.8381742738589212
1238,0.8707482993197279,0.8991596638655462
1650,0.8979591836734694,0.907725321888412
2063,0.9115646258503401,0.9323181049069373
2476,0.9319727891156463,0.9571230982019364
2888,0.9387755102040817,0.9313253012048193
3301,0.9455782312925171,0.9341004184100419
3714,0.9455782312925171,0.9406858202038925
4127,0.9659863945578231,0.9521410579345088
