x,test,training
412,0.8858800773694391,0.883495145631068
825,0.9458413926499033,0.9272727272727272
1238,0.9535783365570599,0.9410339256865913
1650,0.9497098646034816,0.946060606060606
2063,0.9555125725338491,0.9491032476975279
2476,0.9593810444874274,0.9588045234248789
2888,0.9632495164410058,0.9570637119113573
3301,0.9729206963249516,0.9584974250227204
3714,0.9729206963249516,0.9593430263866451
4127,0.9709864603481625,0.9648655197480009
