x,test,training
412,0.8548387096774194,0.8290598290598291
825,0.9407407407407408,0.905829596412556
1238,0.9624060150375939,0.8966480446927374
1650,0.9230769230769231,0.9019189765458422
2063,0.9305555555555556,0.8944805194805194
2476,0.9256756756756757,0.9069462647444299
2888,0.9324324324324325,0.9202380952380952
3301,0.9586206896551724,0.9234746639089969
3714,0.9586206896551724,0.9210526315789473
4127,0.9342105263157895,0.9279869067103109
